id;title;quantity;price;tags;image;type;suggested;description
21;عسل الخروب;500غ;85;عسل|خروب;products/honey-caroub-500.webp;honey;1;عسل يومي بفوائد متميزة. مثالي للاستهلاك اليومي على الفطور، حيث يعمل كمحلي طبيعي صحي، ويساعد في تعويض نقص المعادن، ويدعم وظائف الأمعاء بشكل طبيعي.
22;عسل الشوك;1كغ;300;عسل|شوك;products/honey-chouk-1000.webp;honey;0;درع طبيعي للمناعة. يعتبر عسل الشوك من أقوى أنواع العسل المغربية في دعم جهاز المناعة ومقاومة الالتهابات، بفضل تركيبته الغنية بمضادات الأكسدة والمركبات النباتية المقوية للجسم.
23;عسل الشوك;500غ;150;عسل|شوك;products/honey-chouk-500.webp;honey;0;نقاء وتركيز في الفائدة. عسل نقي ذو قوام كثيف وطعم قوي، قليل الكمية تكفي للحصول على فوائده. مثالي للاستخدام العلاجي أو كمقوي عام عند الشعور بالإرهاق.
24;عسل الدغموس;1كغ;300;عسل|دغموس;products/honey-daghmouss-1000.webp;honey;0;ذهب سائل نادر الفوائد. عسل الدغموس هو من أفخم أنواع العسل، ويتميز بغناه بالعناصر النادرة ومضادات الأكسدة القوية. يدعم الكبد والكلى، ويمنح طاقة فائقة، ويعتبر مقويًا عامًا للجسم.
25;عسل الدغموس;500غ;150;عسل|دغموس;products/honey-daghmouss-500.webp;honey;0;علاج ووقاية يومية. مثالي للاستهلاك المنتظم للوقاية من الأمراض، أو كجزء من النظام الغذائي لمتبعي الطب البديل، نظرًا لسمعته العلاجية القوية في التراث المغربي.
26;عسل الكلبتوس;1كغ;180;عسل|كلبتوس;products/honey-eucaliptus-1000.webp;honey;0;دعم طبيعي للجهاز التنفسي. معروف بخصائصه المطهرة للمجارى التنفسية. يساعد في تهدئة السعال والتهاب الحلق، ويقوي المناعة لمقاومة نزلات البرد والإنفلونزا بشكل طبيعي.
27;عسل الكلبتوس;500غ;90;عسل|كلبتوس;products/honey-eucaliptus-500.webp;honey;0;منعش وصحي. طعمه المنعش ورائحته المميزة تجعله محببًا للاستخدام مع الشاي أو الماء الدافئ، كمشروب صحي مهدئ للحلق ومنعش للنفس في نفس الوقت.
28;عسل الفرنان;1كغ;300;عسل|فرنان;products/honey-farnan-1000.webp;honey;1;طاقة نقية برائحة عطرية فاخرة. عسل الفرنان النادر يتميز بمذاقه العطري الفريد وغناه بالسكريات الطبيعية سريعة الامتصاص، مما يجعله مصدرًا ممتازًا للطاقة الفورية للجسم والدماغ.
29;عسل الفرنان;500غ;150;عسل|فرنان;products/honey-farnan-500.webp;honey;0;لمسة من الفخامة على مائدتك اليومية. حتى في الاستعمال اليومي، يضيف عسل الفرنان قيمة غذائية وطعمًا متميزًا لفطورك، ويدعم مستويات الطاقة مع الحفاظ على نقاء المكون.
30;عسل الجرجير;1كغ;250;عسل|جرجير;products/honey-jarjir-1000.webp;honey;0;عسل منشط و مقو عام. معروف في الطب التقليدي بفوائده في تنشيط الدورة الدموية وزيادة الحيوية. مصدر ممتاز للطاقة المستدامة والفيتامينات الطبيعية التي يحتاجها الجسم للنشاط.
31;عسل الجرجير;500غ;125;عسل|جرجير;products/honey-jarjir-500.webp;honey;0;مقاومة يومية للتعب. طعمه القوي يعكس تركيزه العالي من العناصر الغذائية. ملعقة منه كفيلة بإعطاء دفعة من النشاط، وهو خيار صحي لمن يبحث عن بديل طبيعي للمنشطات الصناعية.
32;عسل الليمون;1كغ;100;عسل|ليمون;products/honey-orange-1000.webp;honey;0;دفاع مزداج: مناعة وطاقة. يجمع بين خصائص العسل المعززة للمناعة وفوائد الليمون الغني بفيتامين C. مثالي للوقاية من نزلات البرد، وتحسين الهضم، وبدء اليوم بنشاط وانتعاش.
33;عسل الليمون;500غ;50;عسل|ليمون;products/honey-orange-500.webp;honey;1;منعش وصحي في كل الأوقات. طعمه الخفيف والحامض قليلاً يجعله محببًا للكبار والصغار. يمكن استخدامه مع الزبادي أو الماء الفاتر كروتين صحي لتعزيز المناعة والهضم.
34;عسل الربيع;1كغ;130;عسل|ربيع;products/honey-rbi3-1000.webp;honey;0;أفضل ما تنتجه الطبيعة في الربيع. عسل متعدد الأزهار غني بالعناصر الغذائية المتكاملة من رحيق أزهار متنوعة. يوفر توازنًا رائعًا بين الطعم والفوائد، وهو من أفضل أنواع العسل للاستهلاك اليومي العام.
35;عسل الربيع;500غ;65;عسل|ربيع;products/honey-rbi3-500.webp;honey;0;عسل يومي متوازن. نقي وخفيف، يناسب جميع الأذواق. مثالي للذين يجرّبون العسل لأول مرة أو يبحثون عن عسل ذو طعم معتدل وفائدة عامة شاملة لجميع أفراد العائلة.
36;عسل السدر;500غ;110;عسل|سدر;products/honey-sidr-500.webp;honey;0;ملك العسل بفوائد استثنائية. عسل السدر (العلب) مشهور عالميًا بقوته العلاجية ومضادات الأكسدة الفائقة. يستخدم تقليديًا لعلاج الجروح، ومقاومة الميكروبات، وتقوية الجسم بعد المرض، وهو استثمار في الصحة.
37;عسل الزعفران;1كغ;200;عسل|زعفران;products/honey-zaafaran-1000.webp;honey;0;ترياق الفخامة والرفاهية. مزيج نادر من أغلى العسل وأغلى التوابل (الزعفران). بالإضافة إلى قيمته الغذائية العالية، يشتهر بفوائده المحتملة في تحسين المزاج ودعم الجهاز العصبي وصحة الجلد.
38;عسل الزعتر;1كغ;400;عسل|زعتر;products/honey-zaatar-1000.webp;honey;0;المضاد الحيوي الطبيعي. عسل الزعتر من أقوى أنواع العسل في مقاومة البكتيريا والتهابات الحلق واللوزتين. يدعم صحة الجهاز التنفسي بشكل فعال، وهو الخيار الأول في الطب الشعبي لعلاج السعال والاحتقان.
39;عسل الزعتر;500غ;200;عسل|زعتر;products/honey-zaatar-500.webp;honey;0;تركيز شفائي عالي. قوامه الكثيف وطعمه المركز يعكسان قوته. تستخدم كمية صغيرة منه للحصول على الفائدة المطلوبة، مما يجعله منتجًا اقتصاديًا على المدى الطويل للعناية بالصحة.
40;عسل الدغموس;500غ;150;عسل|دغموس;products/honeydaghmouss-500.webp;honey;0;مكمل غذائي طبيعي بامتياز. عسل الدغموس النقي هو أكثر من مجرد محلي؛ إنه غذاء كامل. يدعم وظائف الجسم الحيوية، ويقوي المناعة، ويوفر الطاقة، وهو اختيار الحكماء للعلاج والوقاية.
